Is Complete?,Name,Email,Company Name,Provider Type,Category,Hero Image,Hero File Name,Membership Tier,Logo Image,Logo File Name,Street,City,State,Zip,Phone,Website,Description,Lat,Lng,National
yes,,joe@aegisadvisory.com,Aegis Advisory,Financial Planner,- Financial,,Financial.jpeg,Platinum,,,"5200 SW Meadows Road, Suite 150",Lake Oswego,OR,97035,(503) 290-1089,https://www.aegisadvisory.com/,"Aegis Financial Advisory commits to providing clients with the highest level of service and financial expertise. The Portland-area fee-only financial planner specializes in retirement planning for pre-retiree couples that help ensure a more secure financial future. 

Aegis Financial Advisory features an experienced financial professional with the experience to offer exceptional financial planning and investment management services. Clients can rely on the trusted firm to maintain in-depth knowledge and technical expertise to deliver Social Security, retirement income planning, and taxation strategies that yield results.",45.4170413,-122.7304281,
yes,,info@vistacp.com,Vista Capital Partners,Financial Planner,- Financial,,Financial.jpeg,Platinum,,,9755 SW Barnes Rd #595,Portland,OR,97225,503.772.9500,https://vistacp.com/,"Vista Capital Partners commits to assessing client goals and working towards achieving financial objectives. The Portland-area professional financial advisory firm has been providing services and strategies to protect and grow wealth for more than 15 years. 

Vista Capital Partners maintains a passionate team of financial advisors to employ thoughtful financial planning, optimal investment portfolio construction, and discipline. Clients can depend on experts to build portfolios based on Nobel Prize-winning research that yields higher long-term returns.",45.511817,-122.777965,
yes,,invalid@hrblock.com,H&R Block,Tax Specialist,- Financial,,Financial.jpeg,Platinum,,,"Market Square, 1510 SW 6th Ave",Portland ,OR,97201,(503) 295-2069,hrblock.com,When it comes to tax preparation services.  Schedule an appointment today - we look forward to meeting you!,45.5134581,-122.680938,
yes,,portlandor@mossadams.com,Moss Adams,Tax Specialist,- Financial,,Financial.jpeg,Platinum,,,"Fox Tower 805 SW Broadway, Ste. 1200 ",Portland,OR,97204,(503) 242-1447,https://www.mossadams.com/home,"Beyond analyzing your financial statements and addressing your tax and assurance needs, we offer a coherent, solutions-based approach catered to your industry’s unique complexities.",45.5183997,-122.6805068,
yes,,andy@pibalinsurance.com,Pibal Insurance Brokers,Disability,- Insurance,,Insurance.jpeg,,,,10121 SE Sunnyside Rd Suite#300,Clackmas,OR,97015,800.858.5420 ,http://www.pibalinsuranceoregon.com/disability-insurance/,"How long can you make it without a paycheck? If you become ill or injured, how will you, your family & lifestyle survive? Oregon Disability Income from Pibal Insurance is your local resource for quotes, rates and information. We understand this risk and have been creating disability insurance packages for clients in Oregon for nearly 20 years. ",45.4354254,-122.5618752,
yes,,carl.stall@countryfinancial.com,Country Insurance,Disability,- Insurance,,Insurance.jpeg,,,,15280 NW Central Dr Suite 220,Portland,OR,97229,503-924-1465,www.countryfinancial.com/carl.stall,"Advancements in technology are a good thing, but sometimes they make life a little less personal. At Country Financial, we want to help you own your future, and we know that the best way to do that is to get to know you – your needs and your goals. It’s a little heart that sets us apart.",45.5543925,-122.8340417,
yes,,invalid@disabilitybenefitscenter.org,Disability Benefits Center,Disability,- Insurance,,Insurance.jpeg,,,,1538 Southwest Yamhill Street,Portland,OR,97205,(800) 772-1213,https://www.disabilitybenefitscenter.org/social-security-disability-attorney/portland,"Residents of Portland will qualify for SSDI assistance for a medical condition that qualifies as a disability under the definition of SSA. Another requirement is that the job that you had would have paid into the Social Security System. You need to be out of work for at least a year and meet the conditions listed above to be able to qualify for monthly cash benefits, and these benefits will continue until you are able to work regularly again. As of the moment, there are no Social Security benefits available for short term or partial disabilities.",45.520675,-122.688294,
yes,,invalid@northwesternmutual.com,"Northwestern Mutual
",Long Term Care,- Insurance,,Insurance.jpeg,,,,2 Centerpointe Dr #100,Lake Oswego,or,97035,(503) 227-6614,https://www.northwesternmutual.com/,"We don't think you should have to wait to live a full, happy life. Tomorrow doesn't mean the distant future. It means, well, tomorrow. Sixty years from now is the future, but so is sixty seconds from now. And we're here to help you make the most of all of it. Because when you're in control of your money and start realizing your financial goals, planning looks less like planning and more like living.",45.515249,-122.677975,
yes,,invalid@completelongtermcare.com,"Complete Long Term Care Insurance
",Long Term Care,- Insurance,,Insurance.jpeg,,,,15707 Detroit Rd #216,Cleveland ,OH,44107,(844) 422-8444,https://www.completelongtermcare.com,"Your quotes are delivered by one single specialist, who helps you choose the best features and discounts, without over-buying coverage. Avoid mistakes when planning your long-term care policy with one-on-one guidance.",45.520675,-122.688294,
yes,,Info@LTCconsumer.com,"LTC Consumer
",Long Term Care,- Insurance,,Insurance.jpeg,,,,"10300 SW Greenburg Road
Suite 380
",Portland,OR,97223,877.582.3675,https://ltcconsumer.com/,When should I start planning for the future?  Tomorrow is uncertain...but you can get ready today. Your resource for long-term care planning.,45.4447893,-122.7750813,
yes,,invalid@boomerbenefits.com,Boomer Benefits,Medicare,- Insurance,,Insurance.jpeg,,,,2601 Meacham Blvd. STE 500,Fort Worth,TX,76137,855-732-9055,https://boomerbenefits.com/,"At Boomer Benefits, we have two teams of licensed agents who are Medicare experts. Our Sales Team is made up of plan advisers who help you initially evaluate all the coverage options. It’s their job to find you the insurance plan that is most suitable for you – at no cost to you either. Our service is free.

However, what sets us apart from all the competition is the service you get on the back end. We offer services that you won’t find anywhere else, and you can read examples below.",32.8257284,-97.3066858,
yes,,invalid@ehealthmedicare.com,Ehealth Medicare,Medicare,- Insurance,,Insurance.jpeg,,,,"2875 South Decker Lake Drive, Suite 400",Salt Lake City,UT,84119,1-844-912-0425,https://www.ehealthmedicare.com/,"Finding Medicare coverage that works for you is an important goal for us. Our mission is to help everyone find affordable Medicare coverage through our website technology, consumer advocacy, and personalized customer assistance. If you're uncertain of what type of Medicare coverage would best suit your needs, don't hesitate to contact us.

eHealth's team of over 200 knowledgeable, licensed insurance agents can provide free quotes and toll-free personalized assistance, empowering people with Medicare to make informed decisions about their Medicare coverage without any obligation to enroll.",40.7077243,-111.9432132,
yes,Priscilla Seaborg,invalid@ohsu.edu,"Priscilla Seaborg, Attorney at Law",Family Practice Attorney,- Legal,,Legal.jpeg,,,,1906 SW Madison St # 2A,Portland,OR,97205,(503) 360-9318,https://www.seaborg-oregonlaw.com/,"Founded in 1995, Priscilla Seaborg, Attorney at Law, serves individuals and families in Portland and the surrounding community.",45.5188286,-122.6936476,
yes,,invalid@stephensmargolin.com,Stephens & Margolin LLP,Family Practice Attorney,- Legal,,Legal.jpeg,,,,"1000 SW Broadway, Suite 1250
Portland
",Portland,OR,97205,(503) 360-9318,https://www.stephensmargolin.com/,"We are family law lawyers in downtown Portland, Oregon.  You have a choice when it comes to selecting the right divorce and family law lawyer for your case. Many lawyers are generalists and practice several different types of law other than family law. The lawyers and staff at Stephens & Margolin LLP exclusively practice divorce and family law.  
",45.5169267,-122.6806572,
yes,,invalid@hotleylaw.com,"Holtey Law
",Family Practice Attorney,- Legal,,Legal.jpeg,,,,"1140 SW 11th Ave #4
Portland 
",Portland,OR,97205,"(503) 564-7790

",https://holteylaw.com/,"Our family law attorneys will listen to your concerns, questions, and worries. We take every case seriously and are here to help you. Our family law attorneys are here to help you and your family during the most challenging times. We recognize the stress and emotional toll that complex family law disputes can take. At Holtey Law we want the best possible outcome for all of our clients. While we prefer settling family law matters through negotiation or mediation, we are always ready to aggressively fight for your rights in a court of law.",45.5171281,-122.683927,
yes,,mail@naylaw.com,Law Offices of Nay and Friedenberg,Legal,- Legal,,Legal.jpeg,Platinum,,,"6500 SW Macadam Ave., Suite 300",Portland,OR,97239,4032450894,https://www.naylaw.com/,"Today, more than ever, planning one’s affairs may involve three or more generations of several family trees. Parents, children, stepchildren, grandchildren and life partners are often part of the planning.

Our approach to estate planning and elder law is to help generations work together without conflict. We strive for excellence in every aspect of our practice, from simple wills or living trusts to more complex matters like probate or Medicaid planning.

We are an estate planning and elder law firm that has been practicing law for over 35 years and are one of the most experienced elder law and estate planning firms in Portland, Oregon.

Our capable, friendly staff is committed to guiding you through each step of your planning – from your first call to our last contact after our work is done.

Our attorneys will listen carefully to your concerns, answer your questions thoroughly, and will present the best solutions that help you reach your goals. We pride ourselves on building lasting relationships with our clients.

For more information about what we do – we’ve even written a detailed Estate Planning and Elder Law Guide. This Free Guide covers many of the Legal and Financial issues that families must cope with – and it will answer many of your questions as well.

For instance, the guide details:

- What Decisions You Will Face Regarding Your Finances and Healthcare
- How to Make Sure Your Money and Possessions Go Where You Want
- What You Must Do To Avoid the High Costs and Delays of Probate
- Six Ways To Reduce or Eliminate Estate Taxes
- How To Plan For Long Term Health and Medical Care",45.4768322,-122.6714993,
yes,,invalid@theelderlawfirm.com,The Elder Law Firm Davis Pagnano McNeil & Vigna,Legal,- Legal,,Legal.jpeg,Platinum,,,"1015 NW 11th Ave, Suite 243",Portland,OR,97209,5034525054,https://theelderlawfirm.com/,"We focus on the following elder law needs:

- Wills and trusts
- Special needs trusts, and ABLE accounts
- Durable financial powers of attorney and advance directives for health care
- Guardianships and conservatorships
- Probate and trust administration
- Planning for long-term care and Medicaid
- Veteran's Benefits
",45.5302295,-122.682614,
yes,,info@fitzwaterlaw.com ,Fitzwater Law,Legal,- Legal,,Legal.jpeg,Platinum,,,6400 SW Lake Road Suite 440,Portland,OR,97222,5037868191,https://www.fitzwaterlaw.com/,"One of Oregon’s largest elder law and estate planning firms, Fitzwater Law provides friendly, responsive, and high-quality legal counsel for estate planning, special needs, probate, guardianship, and Medicaid eligibility.

In addition, the attorneys at Fitzwater Law are active in community service and routinely volunteer to give presentations to the public and other professional organizations.  Our attorneys are committed to excellence and have been successfully representing clients in the Pacific Northwest since 1934.",45.43322,-122.73339,
yes,Jeremy R James,jeremy@swpdxlaw.com,Southwest Law Group,Real Estate Attorney,- Legal,,Legal.jpeg,Platinum,,,"8235 SW Oleson Rd., Ste. C",Portland,OR,97223,(503) 206-6401,https://swpdxlaw.com/team/jeremy-james/,"Jeremy is a technically savvy and experienced trial attorney who advocates on behalf of individual and business clients in a wide range of disputes. His clients benefit from his deep knowledge and love of the law as well as his tenacious yet professional approach to achieving the best result possible.

Over the course of his legal career, Jeremy has successfully represented clients in breach of contract cases, partnership and LLC disputes, defamation cases, real estate litigation, personal injury claims, financial abuse claims, discrimination claims, landlord/tenant lawsuits, HOA and condominium disputes and litigation, construction claims (residential and commercial), and much more. He has handled jury trials, bench trials, court-annexed arbitrations and private arbitrations. He also routinely represents clients in their efforts to achieve favorable settlements, including by participating in private mediations, judicial settlement conferences, and insurance claim negotiations. A skilled legal writer, Jeremy also handles appellate work, including briefing and arguing cases before the Oregon Court of Appeals.",45.460546,-122.760466,
yES,,contact@mcewengisvold.com,McEwen Gisvold LLP,Real Estate Attorney,- Legal,,Legal.jpeg,Platinum,,,"1100 SOUTHWEST 6TH AVENUE
SUITE 1600",Portland,OR,97204,503-226-7321,https://www.mcewengisvold.com/,"We take pride in our ability to deliver elite legal services through an efficient and personalized practice model. We strive to understand our clients' businesses with the same depth and care as the areas of law we practice. Our partnerships with clients often span decades, with relationships founded on dependability, consistency and exceptional results.

One of Oregon’s original law firms, McEwen Gisvold LLP was founded in 1886 as Cake & Cake. We are now located in the Standard Plaza building in downtown Portland, eight blocks from our original location and more than 125 years from our beginnings. Our attorneys remain committed to a long and established tradition of community service, industry influence, and professional accomplishment. 

As when it was founded, McEwen Gisvold LLP attorneys practice business law and litigation with an emphasis in real estate services, are forward-facing and passionate about professional growth, and continually invest in service to the community. ",45.516082,-122.680224,
yes,,invalid@dunncarney.com,Dunn Carney,Real Estate Attorney,- Legal,,Legal.jpeg,Platinum,,,851 SW Sixth Avenue Suite 1500,Portland,OR,97204,503-224-6440,https://www.dunncarney.com/,"Dunn Carney’s Real Estate lawyers draw on their practical experience, technical skills and long history of building trust to help clients successfully advance and complete real estate projects while maximizing value, minimizing risk, and avoiding and resolving disputes.

We represent purchasers, sellers, investors, owners, developers, tenants and lenders on projects involving the development, construction, financing, leasing, sale and purchase of commercial, agricultural, Opportunity Zone, residential, and multi-family residential real property.",45.518006,-122.679178,
yes,Lisa Plunkett,lisa.plunkett2@wellsfargo.com,Wellsfargo,Mortgage,- Living Transitions,,livingtransitions.jpeg,Platinum,,,14725 SW Teal Blvd,Beaverton,OR,97007,5035364388,https://lenoxhomeloans.com/,"Wells Fargo & Company is one of the largest and best known banks in the world. Its history dates back to the 1850’s, when Henry Wells and William Fargo began the company to provide banking in California. Today, it is one of the “big four” United States banks, along with JP Morgan Chase, Bank of America, and Citi. By market cap, it’s the third largest and it ranks 4th by total assets.

Wells Fargo was consistently one of the largest reverse mortgage originators in the country from the early 1990s until 2011. The Federal Housing Administration began the Home Equity Conversion Mortgage (HECM) program in 1989, so this run of dominance spanned most of its existence. This makes a great deal of sense – this is a new, complex, and sometimes controversial product, and many customers were most comfortable dealing with a large and well established brand.",45.441811,-122.8287797,
yes,David Ellison,dellison@aag.com,American Advisor Group,Mortgage,- Living Transitions,,livingtransitions.jpeg,Platinum,,,3800 W. Chapman Avenue,Orange,CA,92868,(866) 948-0003 x8189,https://www.americanadvisorsgroup.com/about-us,"American Advisors Group was born on the idea of a product that makes so much sense and yet is so underrated. In a world of limitless options in forward mortgages, there is a strong product that promises seniors a mortgage option that is in reverse.

It is a product that gives you an income rather than taking it away, makes your retirement years more financially enjoyable, and solves the common problem many seniors face of lacking retirement savings. That product is the government-insured Reverse Mortgage loan.",33.7885197,-117.8951994,
yes,Larry Melton,larry.melton@directorsmortgage.net,Directors Mortgage,Mortgage,- Living Transitions,,livingtransitions.jpeg,Platinum,,,"4550 Kruse Way, Suite 275",Lake Oswego,OR,97035,503.636.6000,https://www.directorsmortgage.com/,"Reverse Mortgages enable homeowners age 62 and over to borrow against the equity in their homes without having to sell the home, give up the title or assume a new monthly mortgage payment. The name “reverse mortgage” is appropriate because the payment flow is reversed: instead of you making monthly payments to a lender (like a regular mortgage), the lender makes payments to you.",45.4174296,-122.7231599,
yes,,ENLOZANO@HANOVERANDTOWNSEND.COM,"Hanover and Townsend Fine Property
Management
",Property Management,- Living Transitions,,livingtransitions.jpeg,Platinum,,,5901 SE Haig St,Portland,OR,97206,503.724-6266,hanoverandtownsend.com,"The heart of property management is creating a stable home for tenants. That home feels anchored.It feels comfortable. The people living there are happy. For the owner, the tenants' stability leads to reliable returns and a well cared-for property. Hanover & Townsend preserves assets by combining a high-quality experience for tenants with an optimal return for owners.",45.4983686,-122.6016042,
yes,,welcome@livingroomre.com,Living Room Property Management,Property Management,- Living Transitions,,livingtransitions.jpeg,Platinum,,,1636 NW Lovejoy St,Portland,OR,97209,503-929-5223,https://www.livingroomre.com,"Our commitment to excellence, education, and technology, as well as our ability to respond and adapt to market forces, means we can confidently provide the highest caliber of service.",45.529766,-122.6881458,
yes,,info@norris-stevens.com,Norris & Stevens,Property Management,- Living Transitions,,livingtransitions.jpeg,Platinum,,,"900 SW 5th Avenue, 17th Floor",Portland,OR,97204,503-223-3171,https://www.norris-stevens.com/,"Property Management is a core business for Norris & Stevens and a foundation of our relationship with clients. We believe excellence in property management is the basis for our clients’ confidence in our leasing, sales, and development services. Norris & Stevens’ Multi-family Asset Management Division manages over 145 apartment communities in Oregon and SW Washington. Our management portfolio ranges from luxury properties to distressed communities undergoing rehabilitation and have leased-up more than 150 new apartment properties. Investors know their multi-family property is in good hands with an Institute of Real Estate Management Accredited Management Organization®. Norris & Stevens is not only AMO® accredited, but we also have Certified Property Managers® in all disciplines.",45.5169939,-122.6779383,
yes,Providence St Vincent Heart Clinic,invalid@providence.com,Providence ,Cardiologist,- Medical,,medical.jpeg,Platinum,,providence-health-services,9427 SW Barnes Road,Portland,OR,97225,503-216-2088,https://oregon.providence.org/location-directory/p/providence-st-vincent-heart-clinic-cardiology/,"Our excellent team of physicians, nurses, sonographers, nuclear medicine technologists and support staff provide the highest quality cardiology care to our patients.

Invasive procedures performed by our physicians include coronary angiography and intervention, peripheral angiography and intervention, right heart catheterization, invasive rhythm monitoring and pacemaker implantation.

We also offer a variety of non-invasive diagnostic studies such as carotid artery ultrasound, nuclear stress testing, Holter and event monitors, peripheral vascular screening, ankle brachial index measurements, echocardiography and stress echocardiography.

Providence St. Vincent Heart Clinic is made of up two teams of cardiac specialists, Cardiology and Providence St. Vincent Heart Clinic-Heart Rhythm Consultants, who specialize in the evaluation and management of heart rhythm disorders.",45.5099277,-122.7742731,yes
yes,,email@geriatricdental.org,Geriatric Dental Group,Dental,- Medical,,medical.jpeg,,,,6319 SE Powell Blvd,Portland,OR,97206,503.772.3677,http://geriatricdental.org/,"Geriatric Dental Group offers its patients comprehensive dental care, including diagnostic, preventive, restorative, oral surgery, endodontic, fixed and removable prosthetics and field (mobile) dentistry. 

GDG also provides education in proper oral health care maintenance to patients, caregivers and staff at institutional settings. To fit the criteria to be treated in our office a patient must be 55 years of age or older or in need of a wheelchair accessible clinic. Several of GDG’s operatories are designed to comfortably fit an over-sized wheelchair or stretcher so the patient need not transfer. GDG accepts patients of all race, gender, and socioeconomic status. GDG’s field dentistry is offered to patients of any age that are nonambulatory or are unable to cope with the usual office setting. The field teams are able to complete all dental procedures excluding root canals. Field teams also provide oral health maintenance training to care providers on a regular basis. 

GDG has patients that come from all over the Pacific Northwest. Although the majority comes from the Portland/Vancouver and Puget Sound areas, many travel two to three hours from all directions in Oregon and Washington to seek our services. We even have patients that travel from as far North as Alaska, one man takes the bus up from Northern California and several patients make the drive from Northern Idaho to Federal Way. For many patients, it is more economical to pay the expense of traveling a long distance to Geriatric Dental Group rather than pay their local dentist’s fees.",45.497516,-122.59787,
yes,,office@graberdental.com,Graber Dental,Dental,- Medical,,medical.jpeg,,,,18425 SW Alexander St,Beaverton,OR,97003,(503) 259-8641,https://graberdental.com/,"When you are looking for an outstanding dentist in the surrounding areas of Beaverton, we really encourage you to contact us and make an appointment with Graber Dental, our number is (503) 259-8641. Our entire staff is committed to our patients. We want you to always be comfortable and informed about your latest dental options. Welcome to Graber Dental!",45.495102,-122.866375,
yes,,info@visitcaringsmiles.com,Caring Smiles Dental,Dental,- Medical,,medical.jpeg,,,,15000 SW Barrows Rd. #204,Beaverton,OR,97007,503-567-8928,https://visitcaringsmiles.com/,"With modern design and state of the art equipment, paired with a staff that is caring, qualified and dedicated to premium dental care, guaranteed your first visit will not be your last. Is there anything more beautiful than a smile from someone you love? Everyone wants a beautiful and healthy smile that reflects their true self and personality. That is why you and your family need a reliable, compassionate and highly trained dental team to help keep you in the best of oral health.
 
 Here at Caring Smiles Dental, Dr. Roman Zakhariya and his team work hard to provide the best in customer service, compassion and trustworthy competence that you need in a dental team. Let us take care of you and your family. Call us today and we can answer any questions or schedule a complimentary consultation.",45.495102,122.866375,
yes,,noureddine.hadi@gmail.com,Dr Hadi Nouredine,Dental,- Medical,,medical.jpeg,,,,8070 SW Hall Blvd. #20,Beaverton,OR,97008,(503) 610-5059,https://www.beavertonfamilydental.com/,"At the core of our dental practice is a friendly team of professionals that are dedicated to your utmost comfort and optimal oral health. We view each patient as a unique individual and tailor each treatment to your specific needs. As part of our commitment to providing close, personalized attention to every patient, we want to encourage patient communication. Please know that we are here to provide outstanding patient care and that we value the trust you have placed in us.",45.6050513,-122.501505,
yes,,fmsocial@fredmeyer.com,Fred Meyer Drugs,Drugs,- Medical,,medical.jpeg,,,,16600 Se Mcgillivray Blvd,Vancouver,WA,98683,(800) 858-9202,https://www.fredmeyer.com/,"The Kroger Co. operates nearly 2,200 retail Pharmacies in 37 states, each staffed with caring professionals dedicated to helping people lead healthier lives. Our Pharmacists provide more than just prescriptions and over-the-counter medications; they provide advice and support, and are a trusted source of information. Our Pharmacists are professionally trained to administer vaccinations too. Let us help you protect your health!",45.604414,-122.501527,
yes,,customercare@cvs.com,CVS Pharmacy,Drugs,- Medical,,medical.jpeg,,,,23682 US Hwy 19 N,Clearwater,FL,33765,727-799-0910,https://www.cvs.com/pharmacy/,"Refill and transfer prescriptions online or find a CVS Pharmacy near you. Shop online, see ExtraCare deals, find MinuteClinic locations and more.",45.515249,-122.677975,
yes,,epc.consumerrelations@walgreens.com,Walgreens,Drugs,- Medical,,medical.jpeg,,,,"200 Wilmot Rd.
 MS #2002",Deerfield,IL,60015,1–800–925–4733,https://www.walgreens.com/,"Walgreens (walgreens.com), one of the nation's largest drugstore chains, is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), a global leader in retail and wholesale pharmacy. Walgreens is proud to be a neighborhood health, beauty and retail destination supporting communities across the country, and was named to FORTUNE magazine’s 2019 Companies that Change the World list.",45.515249,-122.677975,
yes,,vendormgmt@riteaid.com,Rite Aid,Drugs,- Medical,,medical.jpeg,,,,622 SW Alder Street,Portland,OR,97205,(503) 226-6791,https://www.riteaid.com/,"Rite Aid’s mission as a Pharmacy in Portland, OR is to improve the health and wellness of our communities through engaging experiences that provide our customers with the best products, services and advice to meet their unique needs. Customers confidently choose us first for their everyday health and wellness needs because we consistently understand and exceed their expectations. Come visit Rite Aid's Pharmacy in Portland at 622 SW Alder Street to see how With Us, It’s Personal.",45.519878,-122.678771,
yes,,albertsonscustomercare@albertsons.com,Albertsons Rx,Drugs,- Medical,,medical.jpeg,,,,16199 Boones Ferry Rd,Lake Oswego,OR,97035,(503) 635-0914,https://www.albertsons.com/pharmacy.html,"Taking care of your family’s health is your top priority and our dedicated pharmacy team is here to make sure you get the best care available. Your pharmacist takes the time to carefully assess your medication history when filling your prescriptions and is there to explain what the medication is, how it works and how it should be taken. Safety and trust are important to you and they’re important to us too!

We care about your family’s good health.  We accept all major insurance plans and are a preferred pharmacy in many of them.  Our mobile app makes it easy to order refills, view your family’s prescriptions and available refills, or even get reminders when it’s time to take your medication. It pays to use our pharmacy with copays as low as $0, gas or grocery rewards for out of pocket expenses, and a 10% off shopping pass with any immunization",45.40901,-122.722353,
yes,,hello@pillpack.com,Pillpack,Drugs,- Medical,,medical.jpeg,,,,"250 Commercial Street, Suite 201",Manchester,NH,3101,(855) 745-5725,https://www.pillpack.com/,We're a full-service online pharmacy that packages your medication and delivers to your door every month.,45.515249,-122.677975,
yes,Sam Mattson,hello@mattsonhellicksondental.com,Mattson Hellickson Dental,Geneology Services,- Medical,,medical.jpeg,Platinum,,logo_mh_dental.png,18455 SW Alexander St,aLoha,OR,97003,503-649-4211,"www.mattsonhellicksondental.com
","Welcome to Mattson Hellickson Dental. We’re a family dental practice, and we feel that it’s our privilege to serve as your oral healthcare provider. Our team’s mission is to provide you with the highest quality and most personalized dental care. We also aim to make each and every dental treatment as comfortable and efficient as possible for our patients. Come visit us today, and allow us to help raise your quality of life through better oral health. We look forward to serving you with the best standard of care while exceeding your expectations for years to come!

Services Offered:

- Annual Oral Exams
- Routine Cleanings
- Sealants & Fluoride
- Night Guards
- Periodontal Therapy
- Patient Education
- Digital X-Rays
- Implants
- Crowns and Bridges
- Fillings
- Cosmetic Dentistry
- Root Canals
- Extractions
- Dentures
- Nightguards
- Emergency
- Whitening
- Invisalign",45.4954227,-122.8668336,no
yes,Laura K. Byerly MD,invalid@ohsu.com,OHSU,Geriatrician,- Medical,,medical.jpeg,Platinum,,logo_ohsu.png,3181 S.W. Sam Jackson Park Rd,Portland,OR,97239,503 494-8562,https://www.ohsu.edu/school-of-medicine/general-internal-medicine/geriatrics,"Faculty in the OHSU Internal Medicine/Geriatrics Program are engaged in numerous projects to improve the health of older adults as well as improve the health care system in its care of elders through participation in local, regional, and national research collaborations. The Geriatrics research team has a focus on healthy aging, end- of-life planning and care, falls prevention, electronic health tools, and interprofessional education to enhance the care of older adults.",45.4992017,-122.6867232,yes
yes,Summit Orthopedics,contact@summitdocs.com,Summit Orthopaedics,Orthopedic,- Medical,,medical.jpeg,Platinum,,logo_summitdocs.png,4103 Mercantile Dr Suite B,Lake Oswego,OR,97035,503-249-0719,www.summit-orthopaedics.com,"Summit Orthopaedics specializes in adult orthopaedic surgery. Our clinic consists of six orthopaedic surgeons and one podiatrist, providing quality orthopaedic care in Lake Oswego and the greater Portland area. Our orthopaedic surgeons also run the walk-in orthopaedic clinic Go To Ortho, located at the same address in Lake Oswego. At Go To Ortho, you can see an orthopaedic physician with no appointment necessary, no referral necessary. Walk-in patients are welcome!

Services Offered:

- Upper Extremity 
- Lower Extremity
- Hip 
- Knee
- Foot & Ankle
- Trauma
",32.8255968,-97.2998924,
yes,BRITTANY ABEYTA,info@ptevolve.com,Evolve Physical Therapy,Physical Therapist,- Medical,,medical.jpeg,Platinum,,logo_evolve.png,20510 SW Roy Rogers Rd,Sherwood,OR,97140,(971) 213-3335,https://ptevolve.com/,Evolve Physical Therapy exists to help our patients and community lead healthier and happier lives. We believe that physical therapy is an essential part of every individual’s well-being. Our model of one-on-one care using only extensively trained and experienced Physical Therapists delivers the best results. Explore our site then give us a call. You have chosen the right place to start your path to recovery.,45.3717147,-122.8453235,no
yes,,pdx@northlakept.com,North Lake Physical Therapy,Physical Therapist,- Medical,,medical.jpeg,,,,5847 NE 122nd St #101,Portland,OR,97230,(503) 222-4640,https://northlakept.com/,"North Lake Physical Therapy & Rehabilitation, opened our first clinic located in Lake Oswego, Oregon in 1987. Since that time we have grown to 10 Portland area clinics with a continued focus on our patients and their individual needs. Our team is made up of well-educated and highly credentialed therapists and support staff that are here to help each patient reduce pain, regain mobility and improve the quality of their life.
 
North Lake’s physical therapists are focused on developing an individualized treatment plan for each of our patients, paying attention to the personal goals of each person we treat. Your goals might be getting through your day pain free, being able to return to work again, or to shave off a few minutes from your marathon time. Whatever your goal is, we have years of experience treating patients of all ages and varied physical abilities and are here to help you make progress toward your goals.",27.989689,-82.7324695,
yes,,sherwood@taipt.com,Therapeutic Associates Sherwood,Physical Therapist,- Medical,,medical.jpeg,,,,"20055 SW Pacific Hwy, Suite 110","Sherwood,",OR,97140,(503) 625-1691,https://www.therapeuticassociates.com/locations/oregon/portlandvancouver/sherwood/,"We are doctors who specialize in Orthopedics and Manual Physical Therapy. We provide evidenced based care where we honor our patient’s preferences through shared decisions. Our passion is for maximizing your quality of life through movement, hands on therapy and education.
 
Sherwood Physical Therapy is a friendly, fun, community-integrated practice that treats patients of all ages. Our successful management of complex patient cases, where others often fail, has gained us a reputation as providers of choice. Manual therapy is emphasized, with directly relevant exercise as the core of all our treatments. Our Focus is You!
 
Sherwood Physical Therapy is conveniently located across the street from the Home Depot at the intersection of Hwy 99 and Langer Parkway.
 
We promise to provide a level of care that is unmatched in the area. Our therapists utilize measurable outcomes and the latest in evidence-based, progressive Physical Therapy treatment in order to speed your recovery.
 
We value the partnership we share with our local community through sponsorship and educational forums. As your local experts in musculoskeletal health, it is our commitment to help our neighbors maintain healthy and active lifestyles.",42.156878,-87.8710863,
yes,,patientservices@atipt.com,ATI Physical Therapy,Physical Therapist,- Medical,,medical.jpeg,,,,"735 SW 158th Ave, Ste 160",Beaverton,OR,97006,(503) 868-4810,https://locations.atipt.com/beaverton-or,"With exceptional, patient-centered care, trusted expertise and remarkable outcomes, our goal is to exceed customers' expectations—every day, in every clinic. ATI is a nationally-recognized rehabilitation provider, specializing in research-based physical therapy, workers’ compensation rehab, employer worksite solutions, sports medicine, home health, and a variety of specialty therapies.",45.5195038,-122.6787875,
yes,,info@newheightstherapy.com,New Heights PT,Physical Therapist,- Medical,,medical.jpeg,,,,"1700 Broadway St., Suite 101",Vancouver,WA,98663,360.737.3346,https://www.newheightstherapy.com/,"New Heights Physical Therapy Plus Mission Statement
Our mission is to provide the highest quality of physical therapy to help people feel their best at home, work, and play.
 
Our values and beliefs guide our practice, and they include a commitment to:
 
- Treat every individual with compassion and respect.
- Create a safe and nurturing healing environment.
- Use therapeutic programs customized for the individual.
- Partner with patients to engage, educate, and empower them about their physical health issues.
- Use current evidence-based treatment methods to evaluate whole body systems and improve patients’ physical health.
- Support staff excellence through education, training, and professional development programs.
- Serve as education leaders in the physical therapy community.
- Engage in collaborative relationships with other healthcare providers.
- Act as a socially and environmentally responsible community member.",45.4095177,-122.7228287,
